Date;Level [mm];Quantity [Liter];Signal health [-];Error [-];StdDev [Liter];Refill Quantity [Liter];Rain quantity 24h [Liter];Refill quantity 24h [Liter];Measured quantity change 24h [Liter];Calculated quantity change 24h [Liter];Quantity difference [%];Filter diagnosis [-];Usage in last 24h [Liter];Usage average in last 10d [Liter]
2018-12-11 17:42:43;1817;5708;100;Kein Fehler erkannt;0.00;180;1.77;;;;;;;;
2018-12-11 18:42:52;1815;5702;100;Kein Fehler erkannt;0.00;180;0.89;;;;;;;;
2018-12-11 19:42:59;1815;5702;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-11 20:43:08;1814;5698;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-11 21:43:17;1812;5692;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-11 22:43:24;1812;5692;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-11 23:43:33;1811;5689;98;Kein Fehler erkannt;1.30;180;0.59;;;;;;;;
2018-12-12 00:43:33;1811;5689;98;Kein Fehler erkannt;1.09;180;0.59;;;;;;;;
2018-12-12 01:43:49;1811;5689;99;Kein Fehler erkannt;0.94;180;0.59;;;;;;;;
2018-12-12 02:43:58;1811;5689;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 03:44:05;1811;5689;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 04:44:14;1811;5689;98;Kein Fehler erkannt;1.30;180;0.59;;;;;;;;
2018-12-12 05:44:22;1808;5680;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 06:44:30;1805;5670;99;Kein Fehler erkannt;0.62;180;0.59;;;;;;;;
2018-12-12 07:44:38;1804;5667;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 08:44:47;1802;5661;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 09:44:55;1801;5658;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 10:45:03;1799;5651;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 11:45:11;1799;5651;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 12:45:19;1799;5651;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 13:45:28;1797;5645;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 14:45:36;1797;5645;100;Kein Fehler erkannt;0.00;180;0.59;;;;;;;;
2018-12-12 15:45:44;1795;5639;99;Kein Fehler erkannt;0.75;180;0.30;;;;;;;;
2018-12-12 16:45:13;1795;5639;100;Kein Fehler erkannt;0.00;180;0.30;;;;;;;;
